"Handle","Title","Body (HTML)","Vendor","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Shopping / Google Product Category","Google Shopping / Gender","Google Shopping / Age Group","Google Shopping / MPN","Google Shopping / AdWords Grouping","Google Shopping / AdWords Labels","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item","Included / France","Price / France","Compare At Price / France","Included / Germany","Price / Germany","Compare At Price / Germany","Included / UK","Price / UK","Compare At Price / UK","Included / US","Price / US","Compare At Price / US"
"genel-markalar-kadn-yazlk-u-yaka-alt-ortlu-elbise","Genel Markalar Kadın Yazlık U Yaka Altı Şortlu Elbise","Kaliteli malzeme ile üretilmiştir. Günlük kullanım için ideal. Rahat kesim ve şık tasarım. Uzun ömürlü kullanım için tasarlanmıştır","Genel","Elbise","kadın, yazlık, moda, trend, kaliteli","TRUE","Renk","tek renk","Beden","XS","","","898707348-tekrenk-xs","200","shopify","10","deny","manual","352.00","320","TRUE","TRUE","","https://cdn.dsmcdn.com/ty1635/prod/QC/20250211/00/39ffe394-984b-383a-832e-e1704ece3694/1_org.jpg","1","Genel Markalar Kadın Yazlık U Yaka Altı Şortlu Elbise - tek renk","FALSE","Genel Markalar Kadın Yazlık U Yaka Altı Şortlu Elbise","[object Object] - Yüksek kaliteli, şık ve modern tasarım. Hızlı teslimat ve güvenli alışveriş imkanı.","Apparel & Accessories > Clothing > Dresses","female","adult","898707348-tekrenk-xs","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1635/prod/QC/20250211/00/46de102f-0fd9-3a74-b3b2-c7b480ea6305/1_org.jpg","g","","233.60","","","","","","","","","","","",""
"genel-markalar-kadn-yazlk-u-yaka-alt-ortlu-elbise","","","","","","TRUE","","tek renk","","S","","","898707348-tekrenk-s","200","shopify","10","deny","manual","352.00","320","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing > Dresses","female","adult","898707348-tekrenk-s","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1635/prod/QC/20250211/00/46de102f-0fd9-3a74-b3b2-c7b480ea6305/1_org.jpg","g","","233.60","","","","","","","","","","","",""
"genel-markalar-kadn-yazlk-u-yaka-alt-ortlu-elbise","","","","","","TRUE","","tek renk","","M","","","898707348-tekrenk-m","200","shopify","10","deny","manual","352.00","320","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing > Dresses","female","adult","898707348-tekrenk-m","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1635/prod/QC/20250211/00/b87dd821-a704-3fd0-ada0-f3f6d86d06e5/1_org.jpg","g","","233.60","","","","","","","","","","","",""
"genel-markalar-kadn-yazlk-u-yaka-alt-ortlu-elbise","","","","","","TRUE","","tek renk","","L","","","898707348-tekrenk-l","200","shopify","10","deny","manual","352.00","320","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing > Dresses","female","adult","898707348-tekrenk-l","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1637/prod/QC/20250211/00/1a27422b-8c13-395e-a143-e107dda91039/1_org.jpg","g","","233.60","","","","","","","","","","","",""
"genel-markalar-kadn-yazlk-u-yaka-alt-ortlu-elbise","","","","","","TRUE","","tek renk","","XL","","","898707348-tekrenk-xl","200","shopify","10","deny","manual","352.00","320","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing > Dresses","female","adult","898707348-tekrenk-xl","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1691/prod/QC_PREP/20250611/13/1c342285-8aec-3b33-b131-f10932641a2c/1_org.jpg","g","","233.60","","","","","","","","","","","",""
"genel-markalar-kadn-yazlk-u-yaka-alt-ortlu-elbise","","","","","","TRUE","","tek renk","","2XL","","","898707348-tekrenk-2xl","200","shopify","10","deny","manual","352.00","320","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing > Dresses","female","adult","898707348-tekrenk-2xl","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1632/prod/QC/20250206/22/bc11dbd8-d04d-3ab9-aa1d-9b2ff6338b11/1_org.jpg","g","","233.60","","","","","","","","","","","",""
