Marka,Ürün Adı,Orijinal Fiyat,Satış Fiyatı,Para Birimi,Beden Seçenekleri,Renk Seçenekleri,Varyant Sayısı,Stok Durumu,Kategori,Satıcı,Ana Görsel,Tüm Görseller
SHEISMONO,"Ultra Soft Oval Yaka Kısa Kol Bluz Ekru",469,515.90,TRY,"L; M; S","",3,Stokta Yok,Bluz,SHEISMONO,https://cdn.dsmcdn.com/ty1665/prod/QC/20250423/03/38dbd476-dba9-33cc-987d-4c3708562d49/1_org_zoom.jpg,"https://cdn.dsmcdn.com/ty1665/prod/QC/20250423/03/38dbd476-dba9-33cc-987d-4c3708562d49/1_org_zoom.jpg; https://cdn.dsmcdn.com/ty1665/prod/QC/20250423/03/81bf9d7f-13dc-363d-a4ae-09e29a7a2a22/1_org_zoom.jpg; https://cdn.dsmcdn.com/ty1666/prod/QC/20250423/03/968884a2-c44c-37a6-b58e-063fc29a2102/1_org_zoom.jpg"
