Marka,Ürün,Toplam Varyant,Stokta Olan,Stokta Olmayan,CSV Bedenleri,Stokta Olan Bedenler,Stokta Olmayan Bedenler
SHEISMONO,"Ultra Soft Oval Yaka Kısa Kol ...",3,3,0,"L; M; S","S; M; L",""
