Marka,Ürün Adı,Orijinal Fiyat,Satış Fiyatı,Stokta Olan Bedenler,Stok Durumu,Ana Görsel
SHEISMONO,"Ultra Soft Oval Yaka Kısa Kol Bluz Ekru",469,515.90,"L; M; S",Stokta Var,https://cdn.dsmcdn.com/ty1665/prod/QC/20250423/03/38dbd476-dba9-33cc-987d-4c3708562d49/1_org_zoom.jpg
