"Handle","Title","Body (HTML)","Vendor","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant SKU","Variant Inventory Qty","Variant Price","Variant Compare At Price","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Variant Image","Variant Weight Unit","Status","Product Features","Product Category","Product Material","Product Color","Product Size","Product Brand","Product Model","Product SKU","Product Description","Additional Properties","Meta Keywords","Product Type"
"trendyolcom","trendyol.com","<div class=""product-info"">
    <h3>trendyol.com</h3>
    <p><strong>Marka:</strong> Manuka</p>
    <p><strong>Fiyat:</strong> 100 TL</p>
  </div>","Manuka","manuka, ","TRUE","Renk","Varsayılan","Beden","Standart","trendyolcom-varsayılan-standart","10","110","100","","","trendyol.com - Varsayılan","FALSE","trendyol.com","Özellik bilgisi mevcut değil","","kg","active","Özellik bilgisi mevcut değil","","","","","Manuka","","","","","Manuka",""
