Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option2 name,Option2 value,Option3 name,Option3 value,Price,Price / International,Compare-at price,Compare-at price / International,Cost per item,Charge tax,Tax code,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
Bigpoint Zımba Teli No: /Gümüş,bigpoint-zimba-teli-no-gumus,,turmarkt,Apparel & Accessories > Clothing,Kırtasiye Ofis MalzemeleriMasaüstü GereçleriZımbaBigpoint ZımbaZımba Teli No: 24/6 Gümüş,KIRTASIYE OFIS MALZE,TRUE,active,bigpoint-zimba-teli-no-gumus,,Title,Default Title,,,,,65.45,,,,,,,,20,deny,,,,manual,https://cdn.dsmcdn.com/ty52/product/media/images/20210112/9/51897518/87019512/1/1_org_zoom.jpg,1,Bigpoint Zımba Teli No: /Gümüş,,FALSE,Bigpoint Zımba Teli No: /Gümüş,,Apparel & Accessories > Clothing,,,,,,New,,,,,,
