"Handle","Title","Body (HTML)","Vendor","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Shopping / Google Product Category","Google Shopping / Gender","Google Shopping / Age Group","Google Shopping / MPN","Google Shopping / AdWords Grouping","Google Shopping / AdWords Labels","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item","Included / France","Price / France","Compare At Price / France","Included / Germany","Price / Germany","Compare At Price / Germany","Included / UK","Price / UK","Compare At Price / UK","Included / US","Price / US","Compare At Price / US"
"pullbearpullbear","","","","","","TRUE","","mavi","","XL","","","7726729-mavi-xl","200","shopify","10","deny","manual","283.80","258","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","7726729-mavi-xl","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","193.50","","","","","","","","","","","",""
"hmhm","HM HM","Yüksek kaliteli hm ürünü. Modern tasarım ve üstün kalite.","HM","Giyim","premium, moda, trend, kaliteli","TRUE","Renk","siyah","Beden","S","","","807281472-siyah-s","200","shopify","10","deny","manual","161.70","147","TRUE","TRUE","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","1","HM HM - siyah","FALSE","HM HM","HM HM - Yüksek kaliteli ürün","Apparel & Accessories > Clothing","unisex","adult","807281472-siyah-s","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","110.25","","","","","","","","","","","",""
"hmhm","","","","","","TRUE","","siyah","","M","","","807281472-siyah-m","200","shopify","10","deny","manual","161.70","147","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","807281472-siyah-m","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","110.25","","","","","","","","","","","",""
"hmhm","","","","","","TRUE","","siyah","","L","","","807281472-siyah-l","200","shopify","10","deny","manual","161.70","147","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","807281472-siyah-l","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","110.25","","","","","","","","","","","",""
"hmhm","","","","","","TRUE","","siyah","","XL","","","807281472-siyah-xl","200","shopify","10","deny","manual","161.70","147","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","807281472-siyah-xl","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","110.25","","","","","","","","","","","",""
"hmhm","","","","","","TRUE","","beyaz","","S","","","807281472-beyaz-s","200","shopify","10","deny","manual","161.70","147","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","807281472-beyaz-s","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","110.25","","","","","","","","","","","",""
"hmhm","","","","","","TRUE","","beyaz","","M","","","807281472-beyaz-m","200","shopify","10","deny","manual","161.70","147","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","807281472-beyaz-m","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","110.25","","","","","","","","","","","",""
"hmhm","","","","","","TRUE","","beyaz","","L","","","807281472-beyaz-l","200","shopify","10","deny","manual","161.70","147","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","807281472-beyaz-l","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","110.25","","","","","","","","","","","",""
"hmhm","","","","","","TRUE","","beyaz","","XL","","","807281472-beyaz-xl","200","shopify","10","deny","manual","161.70","147","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","807281472-beyaz-xl","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","110.25","","","","","","","","","","","",""
"hmhm","","","","","","TRUE","","mavi","","S","","","807281472-mavi-s","200","shopify","10","deny","manual","161.70","147","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","807281472-mavi-s","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","110.25","","","","","","","","","","","",""
"hmhm","","","","","","TRUE","","mavi","","M","","","807281472-mavi-m","200","shopify","10","deny","manual","161.70","147","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","807281472-mavi-m","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","110.25","","","","","","","","","","","",""
"hmhm","","","","","","TRUE","","mavi","","L","","","807281472-mavi-l","200","shopify","10","deny","manual","161.70","147","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","807281472-mavi-l","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","110.25","","","","","","","","","","","",""
"hmhm","","","","","","TRUE","","mavi","","XL","","","807281472-mavi-xl","200","shopify","10","deny","manual","161.70","147","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","807281472-mavi-xl","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","110.25","","","","","","","","","","","",""
"kotonkoton","KOTON KOTON","Yüksek kaliteli koton ürünü. Modern tasarım ve üstün kalite.","KOTON","Giyim","premium, moda, trend, kaliteli","TRUE","Renk","siyah","Beden","S","","","199484785-siyah-s","200","shopify","10","deny","manual","389.40","354","TRUE","TRUE","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","1","KOTON KOTON - siyah","FALSE","KOTON KOTON","KOTON KOTON - Yüksek kaliteli ürün","Apparel & Accessories > Clothing","unisex","adult","199484785-siyah-s","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","265.50","","","","","","","","","","","",""
"kotonkoton","","","","","","TRUE","","siyah","","M","","","199484785-siyah-m","200","shopify","10","deny","manual","389.40","354","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","199484785-siyah-m","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","265.50","","","","","","","","","","","",""
"kotonkoton","","","","","","TRUE","","siyah","","L","","","199484785-siyah-l","200","shopify","10","deny","manual","389.40","354","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","199484785-siyah-l","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","265.50","","","","","","","","","","","",""
"kotonkoton","","","","","","TRUE","","siyah","","XL","","","199484785-siyah-xl","200","shopify","10","deny","manual","389.40","354","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","199484785-siyah-xl","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","265.50","","","","","","","","","","","",""
"kotonkoton","","","","","","TRUE","","beyaz","","S","","","199484785-beyaz-s","200","shopify","10","deny","manual","389.40","354","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","199484785-beyaz-s","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","265.50","","","","","","","","","","","",""
"kotonkoton","","","","","","TRUE","","beyaz","","M","","","199484785-beyaz-m","200","shopify","10","deny","manual","389.40","354","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","199484785-beyaz-m","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","265.50","","","","","","","","","","","",""
"kotonkoton","","","","","","TRUE","","beyaz","","L","","","199484785-beyaz-l","200","shopify","10","deny","manual","389.40","354","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","199484785-beyaz-l","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","265.50","","","","","","","","","","","",""
"kotonkoton","","","","","","TRUE","","beyaz","","XL","","","199484785-beyaz-xl","200","shopify","10","deny","manual","389.40","354","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","199484785-beyaz-xl","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","265.50","","","","","","","","","","","",""
"kotonkoton","","","","","","TRUE","","mavi","","S","","","199484785-mavi-s","200","shopify","10","deny","manual","389.40","354","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","199484785-mavi-s","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","265.50","","","","","","","","","","","",""
"kotonkoton","","","","","","TRUE","","mavi","","M","","","199484785-mavi-m","200","shopify","10","deny","manual","389.40","354","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","199484785-mavi-m","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","265.50","","","","","","","","","","","",""
"kotonkoton","","","","","","TRUE","","mavi","","L","","","199484785-mavi-l","200","shopify","10","deny","manual","389.40","354","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","199484785-mavi-l","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","265.50","","","","","","","","","","","",""
"kotonkoton","","","","","","TRUE","","mavi","","XL","","","199484785-mavi-xl","200","shopify","10","deny","manual","389.40","354","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","199484785-mavi-xl","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","265.50","","","","","","","","","","","",""
"testbrandtestbrand","TEST-BRAND TEST BRAND","Yüksek kaliteli test brand ürünü. Modern tasarım ve üstün kalite.","TEST-BRAND","Giyim","premium, moda, trend, kaliteli","TRUE","Renk","siyah","Beden","S","","","862717513-siyah-s","200","shopify","10","deny","manual","414.70","377","TRUE","TRUE","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","1","TEST-BRAND TEST BRAND - siyah","FALSE","TEST-BRAND TEST BRAND","TEST-BRAND TEST BRAND - Yüksek kaliteli ürün","Apparel & Accessories > Clothing","unisex","adult","862717513-siyah-s","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","282.75","","","","","","","","","","","",""
"testbrandtestbrand","","","","","","TRUE","","siyah","","M","","","862717513-siyah-m","200","shopify","10","deny","manual","414.70","377","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","862717513-siyah-m","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","282.75","","","","","","","","","","","",""
"testbrandtestbrand","","","","","","TRUE","","siyah","","L","","","862717513-siyah-l","200","shopify","10","deny","manual","414.70","377","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","862717513-siyah-l","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","282.75","","","","","","","","","","","",""
"testbrandtestbrand","","","","","","TRUE","","siyah","","XL","","","862717513-siyah-xl","200","shopify","10","deny","manual","414.70","377","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","862717513-siyah-xl","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","282.75","","","","","","","","","","","",""
"testbrandtestbrand","","","","","","TRUE","","beyaz","","S","","","862717513-beyaz-s","200","shopify","10","deny","manual","414.70","377","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","862717513-beyaz-s","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","282.75","","","","","","","","","","","",""
"testbrandtestbrand","","","","","","TRUE","","beyaz","","M","","","862717513-beyaz-m","200","shopify","10","deny","manual","414.70","377","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","862717513-beyaz-m","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","282.75","","","","","","","","","","","",""
"testbrandtestbrand","","","","","","TRUE","","beyaz","","L","","","862717513-beyaz-l","200","shopify","10","deny","manual","414.70","377","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","862717513-beyaz-l","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","282.75","","","","","","","","","","","",""
"testbrandtestbrand","","","","","","TRUE","","beyaz","","XL","","","862717513-beyaz-xl","200","shopify","10","deny","manual","414.70","377","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","862717513-beyaz-xl","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","282.75","","","","","","","","","","","",""
"testbrandtestbrand","","","","","","TRUE","","mavi","","S","","","862717513-mavi-s","200","shopify","10","deny","manual","414.70","377","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","862717513-mavi-s","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","282.75","","","","","","","","","","","",""
"testbrandtestbrand","","","","","","TRUE","","mavi","","M","","","862717513-mavi-m","200","shopify","10","deny","manual","414.70","377","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","862717513-mavi-m","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","282.75","","","","","","","","","","","",""
"testbrandtestbrand","","","","","","TRUE","","mavi","","L","","","862717513-mavi-l","200","shopify","10","deny","manual","414.70","377","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","862717513-mavi-l","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","282.75","","","","","","","","","","","",""
"testbrandtestbrand","","","","","","TRUE","","mavi","","XL","","","862717513-mavi-xl","200","shopify","10","deny","manual","414.70","377","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","862717513-mavi-xl","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","282.75","","","","","","","","","","","",""
"mangomango","MANGO MANGO","Yüksek kaliteli mango ürünü. Modern tasarım ve üstün kalite.","MANGO","Giyim","premium, moda, trend, kaliteli","TRUE","Renk","siyah","Beden","S","","","491679518-siyah-s","200","shopify","10","deny","manual","158.40","144","TRUE","TRUE","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","1","MANGO MANGO - siyah","FALSE","MANGO MANGO","MANGO MANGO - Yüksek kaliteli ürün","Apparel & Accessories > Clothing","unisex","adult","491679518-siyah-s","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","108.00","","","","","","","","","","","",""
"mangomango","","","","","","TRUE","","siyah","","M","","","491679518-siyah-m","200","shopify","10","deny","manual","158.40","144","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","491679518-siyah-m","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","108.00","","","","","","","","","","","",""
"mangomango","","","","","","TRUE","","siyah","","L","","","491679518-siyah-l","200","shopify","10","deny","manual","158.40","144","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","491679518-siyah-l","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","108.00","","","","","","","","","","","",""
"mangomango","","","","","","TRUE","","siyah","","XL","","","491679518-siyah-xl","200","shopify","10","deny","manual","158.40","144","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","491679518-siyah-xl","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","108.00","","","","","","","","","","","",""
"mangomango","","","","","","TRUE","","beyaz","","S","","","491679518-beyaz-s","200","shopify","10","deny","manual","158.40","144","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","491679518-beyaz-s","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","108.00","","","","","","","","","","","",""
"mangomango","","","","","","TRUE","","beyaz","","M","","","491679518-beyaz-m","200","shopify","10","deny","manual","158.40","144","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","491679518-beyaz-m","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","108.00","","","","","","","","","","","",""
"mangomango","","","","","","TRUE","","beyaz","","L","","","491679518-beyaz-l","200","shopify","10","deny","manual","158.40","144","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","491679518-beyaz-l","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","108.00","","","","","","","","","","","",""
"mangomango","","","","","","TRUE","","beyaz","","XL","","","491679518-beyaz-xl","200","shopify","10","deny","manual","158.40","144","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","491679518-beyaz-xl","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","108.00","","","","","","","","","","","",""
"mangomango","","","","","","TRUE","","mavi","","S","","","491679518-mavi-s","200","shopify","10","deny","manual","158.40","144","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","491679518-mavi-s","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","108.00","","","","","","","","","","","",""
"mangomango","","","","","","TRUE","","mavi","","M","","","491679518-mavi-m","200","shopify","10","deny","manual","158.40","144","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","491679518-mavi-m","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","108.00","","","","","","","","","","","",""
"mangomango","","","","","","TRUE","","mavi","","L","","","491679518-mavi-l","200","shopify","10","deny","manual","158.40","144","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","491679518-mavi-l","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","108.00","","","","","","","","","","","",""
"mangomango","","","","","","TRUE","","mavi","","XL","","","491679518-mavi-xl","200","shopify","10","deny","manual","158.40","144","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","491679518-mavi-xl","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","108.00","","","","","","","","","","","",""
"lcwlcw","LCW LCW","Yüksek kaliteli lcw ürünü. Modern tasarım ve üstün kalite.","LCW","Giyim","premium, moda, trend, kaliteli","TRUE","Renk","siyah","Beden","S","","","699768768-siyah-s","200","shopify","10","deny","manual","187.00","170","TRUE","TRUE","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","1","LCW LCW - siyah","FALSE","LCW LCW","LCW LCW - Yüksek kaliteli ürün","Apparel & Accessories > Clothing","unisex","adult","699768768-siyah-s","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","127.50","","","","","","","","","","","",""
"lcwlcw","","","","","","TRUE","","siyah","","M","","","699768768-siyah-m","200","shopify","10","deny","manual","187.00","170","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","699768768-siyah-m","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","127.50","","","","","","","","","","","",""
"lcwlcw","","","","","","TRUE","","siyah","","L","","","699768768-siyah-l","200","shopify","10","deny","manual","187.00","170","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","699768768-siyah-l","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","127.50","","","","","","","","","","","",""
"lcwlcw","","","","","","TRUE","","siyah","","XL","","","699768768-siyah-xl","200","shopify","10","deny","manual","187.00","170","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","699768768-siyah-xl","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","127.50","","","","","","","","","","","",""
"lcwlcw","","","","","","TRUE","","beyaz","","S","","","699768768-beyaz-s","200","shopify","10","deny","manual","187.00","170","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","699768768-beyaz-s","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","127.50","","","","","","","","","","","",""
"lcwlcw","","","","","","TRUE","","beyaz","","M","","","699768768-beyaz-m","200","shopify","10","deny","manual","187.00","170","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","699768768-beyaz-m","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","127.50","","","","","","","","","","","",""
"lcwlcw","","","","","","TRUE","","beyaz","","L","","","699768768-beyaz-l","200","shopify","10","deny","manual","187.00","170","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","699768768-beyaz-l","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","127.50","","","","","","","","","","","",""
"lcwlcw","","","","","","TRUE","","beyaz","","XL","","","699768768-beyaz-xl","200","shopify","10","deny","manual","187.00","170","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","699768768-beyaz-xl","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","127.50","","","","","","","","","","","",""
"lcwlcw","","","","","","TRUE","","mavi","","S","","","699768768-mavi-s","200","shopify","10","deny","manual","187.00","170","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","699768768-mavi-s","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","127.50","","","","","","","","","","","",""
"lcwlcw","","","","","","TRUE","","mavi","","M","","","699768768-mavi-m","200","shopify","10","deny","manual","187.00","170","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","699768768-mavi-m","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","127.50","","","","","","","","","","","",""
"lcwlcw","","","","","","TRUE","","mavi","","L","","","699768768-mavi-l","200","shopify","10","deny","manual","187.00","170","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","699768768-mavi-l","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","127.50","","","","","","","","","","","",""
"lcwlcw","","","","","","TRUE","","mavi","","XL","","","699768768-mavi-xl","200","shopify","10","deny","manual","187.00","170","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","699768768-mavi-xl","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","127.50","","","","","","","","","","","",""
"zarazara","ZARA ZARA","Yüksek kaliteli zara ürünü. Modern tasarım ve üstün kalite.","ZARA","Giyim","premium, moda, trend, kaliteli","TRUE","Renk","siyah","Beden","S","","","534720665-siyah-s","200","shopify","10","deny","manual","221.10","201","TRUE","TRUE","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","1","ZARA ZARA - siyah","FALSE","ZARA ZARA","ZARA ZARA - Yüksek kaliteli ürün","Apparel & Accessories > Clothing","unisex","adult","534720665-siyah-s","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","150.75","","","","","","","","","","","",""
"zarazara","","","","","","TRUE","","siyah","","M","","","534720665-siyah-m","200","shopify","10","deny","manual","221.10","201","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","534720665-siyah-m","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","150.75","","","","","","","","","","","",""
"zarazara","","","","","","TRUE","","siyah","","L","","","534720665-siyah-l","200","shopify","10","deny","manual","221.10","201","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","534720665-siyah-l","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","150.75","","","","","","","","","","","",""
"zarazara","","","","","","TRUE","","siyah","","XL","","","534720665-siyah-xl","200","shopify","10","deny","manual","221.10","201","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","534720665-siyah-xl","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","150.75","","","","","","","","","","","",""
"zarazara","","","","","","TRUE","","beyaz","","S","","","534720665-beyaz-s","200","shopify","10","deny","manual","221.10","201","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","534720665-beyaz-s","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","150.75","","","","","","","","","","","",""
"zarazara","","","","","","TRUE","","beyaz","","M","","","534720665-beyaz-m","200","shopify","10","deny","manual","221.10","201","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","534720665-beyaz-m","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","150.75","","","","","","","","","","","",""
"zarazara","","","","","","TRUE","","beyaz","","L","","","534720665-beyaz-l","200","shopify","10","deny","manual","221.10","201","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","534720665-beyaz-l","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","150.75","","","","","","","","","","","",""
"zarazara","","","","","","TRUE","","beyaz","","XL","","","534720665-beyaz-xl","200","shopify","10","deny","manual","221.10","201","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","534720665-beyaz-xl","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","150.75","","","","","","","","","","","",""
