"Handle","Title","Body (HTML)","Vendor","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Shopping / Google Product Category","Google Shopping / Gender","Google Shopping / Age Group","Google Shopping / MPN","Google Shopping / AdWords Grouping","Google Shopping / AdWords Labels","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item","Included / France","Price / France","Compare At Price / France","Included / Germany","Price / Germany","Compare At Price / Germany","Included / UK","Price / UK","Compare At Price / UK","Included / US","Price / US","Compare At Price / US"
"zarazara","","","","","","TRUE","","mavi","","S","","","534720665-mavi-s","200","shopify","10","deny","manual","221.10","201","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","534720665-mavi-s","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","150.75","","","","","","","","","","","",""
"zarazara","","","","","","TRUE","","mavi","","M","","","534720665-mavi-m","200","shopify","10","deny","manual","221.10","201","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","534720665-mavi-m","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","150.75","","","","","","","","","","","",""
"zarazara","","","","","","TRUE","","mavi","","L","","","534720665-mavi-l","200","shopify","10","deny","manual","221.10","201","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","534720665-mavi-l","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","150.75","","","","","","","","","","","",""
"zarazara","","","","","","TRUE","","mavi","","XL","","","534720665-mavi-xl","200","shopify","10","deny","manual","221.10","201","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","534720665-mavi-xl","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","150.75","","","","","","","","","","","",""
"egatoptan404yapgitsertpvcyapistirici125gr","EGATOPTAN 404 Yapgit Sert Pvc Yapıştırıcı 125 Gr.","EGATOPTAN 404 Yapgit Sert Pvc Yapıştırıcı 125 Gr. yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın.","EGATOPTAN","Giyim","premium, moda, trend, kaliteli","TRUE","Renk","tek renk","Beden","S","","","112233445-tekrenk-s","200","shopify","10","deny","manual","497.20","452","TRUE","TRUE","","https://cdn.dsmcdn.com/web/logo/ty-web.svg","1","EGATOPTAN 404 Yapgit Sert Pvc Yapıştırıcı 125 Gr. - tek renk","FALSE","EGATOPTAN 404 Yapgit Sert Pvc Yapıştırıcı 125 Gr.","EGATOPTAN 404 Yapgit Sert Pvc Yapıştırıcı 125 Gr. - Yüksek kaliteli ürün","Apparel & Accessories > Clothing","unisex","adult","112233445-tekrenk-s","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/mnresize/1200/1800/ty1583/prod/QC/20241012/15/c69e4b6d-68fb-338f-9577-bba0ddfee629/1_org_zoom.jpg","g","","339.00","","","","","","","","","","","",""
"egatoptan404yapgitsertpvcyapistirici125gr","","","","","","TRUE","","tek renk","","M","","","112233445-tekrenk-m","200","shopify","10","deny","manual","497.20","452","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","112233445-tekrenk-m","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/mnresize/170/247/ty1583/prod/QC/20241012/15/c69e4b6d-68fb-338f-9577-bba0ddfee629/1_org_zoom.jpg","g","","339.00","","","","","","","","","","","",""
"egatoptan404yapgitsertpvcyapistirici125gr","","","","","","TRUE","","tek renk","","L","","","112233445-tekrenk-l","200","shopify","10","deny","manual","497.20","452","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","112233445-tekrenk-l","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/web/production/footer-facebook.png","g","","339.00","","","","","","","","","","","",""
"bikelifekadinlacivertlikralipalazzosalasgenispacapantolon","BİKELİFE Kadın Lacivert Likralı Palazzo Salaş Geniş Paça Pantolon","BİKELİFE Kadın Lacivert Likralı Palazzo Salaş Geniş Paça Pantolon yorumlarını inceleyin, Trendyol'a özel indirimli fiyata satın alın.","BİKELİFE","Pantolon","premium, moda, trend, kaliteli","TRUE","Renk","tek renk","Beden","S","","","861877805-tekrenk-s","200","shopify","10","deny","manual","735.90","669","TRUE","TRUE","","https://cdn.dsmcdn.com/web/logo/ty-web.svg","1","BİKELİFE Kadın Lacivert Likralı Palazzo Salaş Geniş Paça Pantolon - tek renk","FALSE","BİKELİFE Kadın Lacivert Likralı Palazzo Salaş Geniş Paça Pantolon","BİKELİFE Kadın Lacivert Likralı Palazzo Salaş Geniş Paça Pantolon - Yüksek kaliteli ürün","Apparel & Accessories > Clothing","unisex","adult","861877805-tekrenk-s","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/mnresize/1200/1800/ty1637/prod/QC/20250213/13/0083c286-ea7a-3b09-b8e7-e97136d1f5b7/1_org_zoom.jpg","g","","501.75","","","","","","","","","","","",""
"bikelifekadinlacivertlikralipalazzosalasgenispacapantolon","","","","","","TRUE","","tek renk","","M","","","861877805-tekrenk-m","200","shopify","10","deny","manual","735.90","669","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","861877805-tekrenk-m","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/mnresize/170/247/ty1637/prod/QC/20250213/13/0083c286-ea7a-3b09-b8e7-e97136d1f5b7/1_org_zoom.jpg","g","","501.75","","","","","","","","","","","",""
"bikelifekadinlacivertlikralipalazzosalasgenispacapantolon","","","","","","TRUE","","tek renk","","L","","","861877805-tekrenk-l","200","shopify","10","deny","manual","735.90","669","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","861877805-tekrenk-l","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/web/production/footer-facebook.png","g","","501.75","","","","","","","","","","","",""
"adidasadidas","ADIDAS ADIDAS","Yüksek kaliteli adidas ürünü. Modern tasarım ve üstün kalite.","ADIDAS","Giyim","premium, moda, trend, kaliteli","TRUE","Renk","siyah","Beden","S","","","221206740-siyah-s","200","shopify","10","deny","manual","261.80","238","TRUE","TRUE","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","1","ADIDAS ADIDAS - siyah","FALSE","ADIDAS ADIDAS","ADIDAS ADIDAS - Yüksek kaliteli ürün","Apparel & Accessories > Clothing","unisex","adult","221206740-siyah-s","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","178.50","","","","","","","","","","","",""
"adidasadidas","","","","","","TRUE","","siyah","","M","","","221206740-siyah-m","200","shopify","10","deny","manual","261.80","238","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","221206740-siyah-m","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","178.50","","","","","","","","","","","",""
"adidasadidas","","","","","","TRUE","","siyah","","L","","","221206740-siyah-l","200","shopify","10","deny","manual","261.80","238","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","221206740-siyah-l","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","178.50","","","","","","","","","","","",""
"adidasadidas","","","","","","TRUE","","siyah","","XL","","","221206740-siyah-xl","200","shopify","10","deny","manual","261.80","238","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","221206740-siyah-xl","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","178.50","","","","","","","","","","","",""
"adidasadidas","","","","","","TRUE","","beyaz","","S","","","221206740-beyaz-s","200","shopify","10","deny","manual","261.80","238","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","221206740-beyaz-s","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","178.50","","","","","","","","","","","",""
"adidasadidas","","","","","","TRUE","","beyaz","","M","","","221206740-beyaz-m","200","shopify","10","deny","manual","261.80","238","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","221206740-beyaz-m","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","178.50","","","","","","","","","","","",""
"adidasadidas","","","","","","TRUE","","beyaz","","L","","","221206740-beyaz-l","200","shopify","10","deny","manual","261.80","238","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","221206740-beyaz-l","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","178.50","","","","","","","","","","","",""
"adidasadidas","","","","","","TRUE","","beyaz","","XL","","","221206740-beyaz-xl","200","shopify","10","deny","manual","261.80","238","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","221206740-beyaz-xl","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","178.50","","","","","","","","","","","",""
"adidasadidas","","","","","","TRUE","","mavi","","S","","","221206740-mavi-s","200","shopify","10","deny","manual","261.80","238","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","221206740-mavi-s","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","178.50","","","","","","","","","","","",""
"adidasadidas","","","","","","TRUE","","mavi","","M","","","221206740-mavi-m","200","shopify","10","deny","manual","261.80","238","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","221206740-mavi-m","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","178.50","","","","","","","","","","","",""
"adidasadidas","","","","","","TRUE","","mavi","","L","","","221206740-mavi-l","200","shopify","10","deny","manual","261.80","238","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","221206740-mavi-l","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","178.50","","","","","","","","","","","",""
"adidasadidas","","","","","","TRUE","","mavi","","XL","","","221206740-mavi-xl","200","shopify","10","deny","manual","261.80","238","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","221206740-mavi-xl","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","178.50","","","","","","","","","","","",""
"nikenike","NIKE NIKE","Yüksek kaliteli nike ürünü. Modern tasarım ve üstün kalite.","NIKE","Giyim","premium, moda, trend, kaliteli","TRUE","Renk","siyah","Beden","S","","","448605006-siyah-s","200","shopify","10","deny","manual","277.20","252","TRUE","TRUE","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","1","NIKE NIKE - siyah","FALSE","NIKE NIKE","NIKE NIKE - Yüksek kaliteli ürün","Apparel & Accessories > Clothing","unisex","adult","448605006-siyah-s","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","189.00","","","","","","","","","","","",""
"nikenike","","","","","","TRUE","","siyah","","M","","","448605006-siyah-m","200","shopify","10","deny","manual","277.20","252","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","448605006-siyah-m","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","189.00","","","","","","","","","","","",""
"nikenike","","","","","","TRUE","","siyah","","L","","","448605006-siyah-l","200","shopify","10","deny","manual","277.20","252","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","448605006-siyah-l","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","189.00","","","","","","","","","","","",""
"nikenike","","","","","","TRUE","","siyah","","XL","","","448605006-siyah-xl","200","shopify","10","deny","manual","277.20","252","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","448605006-siyah-xl","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","189.00","","","","","","","","","","","",""
"nikenike","","","","","","TRUE","","beyaz","","S","","","448605006-beyaz-s","200","shopify","10","deny","manual","277.20","252","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","448605006-beyaz-s","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","189.00","","","","","","","","","","","",""
"nikenike","","","","","","TRUE","","beyaz","","M","","","448605006-beyaz-m","200","shopify","10","deny","manual","277.20","252","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","448605006-beyaz-m","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","189.00","","","","","","","","","","","",""
"nikenike","","","","","","TRUE","","beyaz","","L","","","448605006-beyaz-l","200","shopify","10","deny","manual","277.20","252","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","448605006-beyaz-l","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","189.00","","","","","","","","","","","",""
"nikenike","","","","","","TRUE","","beyaz","","XL","","","448605006-beyaz-xl","200","shopify","10","deny","manual","277.20","252","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","448605006-beyaz-xl","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","189.00","","","","","","","","","","","",""
"nikenike","","","","","","TRUE","","mavi","","S","","","448605006-mavi-s","200","shopify","10","deny","manual","277.20","252","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","448605006-mavi-s","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","189.00","","","","","","","","","","","",""
"nikenike","","","","","","TRUE","","mavi","","M","","","448605006-mavi-m","200","shopify","10","deny","manual","277.20","252","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","448605006-mavi-m","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","189.00","","","","","","","","","","","",""
"nikenike","","","","","","TRUE","","mavi","","L","","","448605006-mavi-l","200","shopify","10","deny","manual","277.20","252","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","448605006-mavi-l","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","189.00","","","","","","","","","","","",""
"nikenike","","","","","","TRUE","","mavi","","XL","","","448605006-mavi-xl","200","shopify","10","deny","manual","277.20","252","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","448605006-mavi-xl","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","189.00","","","","","","","","","","","",""
"nikenike","NIKE NIKE","Yüksek kaliteli nike ürünü. Modern tasarım ve üstün kalite.","NIKE","Giyim","premium, moda, trend, kaliteli","TRUE","Renk","siyah","Beden","S","","","741285855-siyah-s","200","shopify","10","deny","manual","419.10","381","TRUE","TRUE","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","1","NIKE NIKE - siyah","FALSE","NIKE NIKE","NIKE NIKE - Yüksek kaliteli ürün","Apparel & Accessories > Clothing","unisex","adult","741285855-siyah-s","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","285.75","","","","","","","","","","","",""
"nikenike","","","","","","TRUE","","siyah","","M","","","741285855-siyah-m","200","shopify","10","deny","manual","419.10","381","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","741285855-siyah-m","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","285.75","","","","","","","","","","","",""
"nikenike","","","","","","TRUE","","siyah","","L","","","741285855-siyah-l","200","shopify","10","deny","manual","419.10","381","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","741285855-siyah-l","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","285.75","","","","","","","","","","","",""
"nikenike","","","","","","TRUE","","siyah","","XL","","","741285855-siyah-xl","200","shopify","10","deny","manual","419.10","381","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","741285855-siyah-xl","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","285.75","","","","","","","","","","","",""
"nikenike","","","","","","TRUE","","beyaz","","S","","","741285855-beyaz-s","200","shopify","10","deny","manual","419.10","381","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","741285855-beyaz-s","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","285.75","","","","","","","","","","","",""
"nikenike","","","","","","TRUE","","beyaz","","M","","","741285855-beyaz-m","200","shopify","10","deny","manual","419.10","381","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","741285855-beyaz-m","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","285.75","","","","","","","","","","","",""
"nikenike","","","","","","TRUE","","beyaz","","L","","","741285855-beyaz-l","200","shopify","10","deny","manual","419.10","381","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","741285855-beyaz-l","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","285.75","","","","","","","","","","","",""
"nikenike","","","","","","TRUE","","beyaz","","XL","","","741285855-beyaz-xl","200","shopify","10","deny","manual","419.10","381","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","741285855-beyaz-xl","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","285.75","","","","","","","","","","","",""
"nikenike","","","","","","TRUE","","mavi","","S","","","741285855-mavi-s","200","shopify","10","deny","manual","419.10","381","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","741285855-mavi-s","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","285.75","","","","","","","","","","","",""
"nikenike","","","","","","TRUE","","mavi","","M","","","741285855-mavi-m","200","shopify","10","deny","manual","419.10","381","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","741285855-mavi-m","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","285.75","","","","","","","","","","","",""
"nikenike","","","","","","TRUE","","mavi","","L","","","741285855-mavi-l","200","shopify","10","deny","manual","419.10","381","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","741285855-mavi-l","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder2.jpg","g","","285.75","","","","","","","","","","","",""
"nikenike","","","","","","TRUE","","mavi","","XL","","","741285855-mavi-xl","200","shopify","10","deny","manual","419.10","381","TRUE","TRUE","","","","","FALSE","","","Apparel & Accessories > Clothing","unisex","adult","741285855-mavi-xl","","","new","FALSE","","","","","","https://cdn.dsmcdn.com/ty1/product/media/images/placeholder1.jpg","g","","285.75","","","","","","","","","","","",""
